comment,author,num_likes,rate
"fbi는 미 법무부 소속입니다... 내란같은 국가안보에 위협이 되는 요소를 수사하는 기관이기도 해서 뭐.... 얼추 말은 될거 같습니다....만, 심감독님이 이걸 알고 하는지 아닌지 모르겠다",미즑이냥,7,6.772868633270264
반지의 제왕을 자기 영화보다 아래로 보다니... 자신의 능력을 어마어마 하게 과대평가 하는구나.... 자존감 대박이네 방송나와서 불쌍한척 하면서 영화 찍고 싶은거 티 많이 내던데......,김나영,6,2.62365460395813
날 믿어요? 내 20번째 생일이에요! ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그만큼 헛소리라는거짘ㅋㅋㅋㅋㅋㅋ 이 영화전체를 아우르는 대화라고 생각함ㅋ,김주성,6,8.290936470031738
고질라 vs. 콩 리뷰해줄거죠?ㅋㅋㅋ 🦖 vs. 🦍,쭈꾸미,13,3.153836727142334
디워의 브루스가 최근 경찰 미드 브루클린 나인나인에서 나온 배우라 괜히 반갑네요 ㅋㅋㅋㅋㅋㅋ,H R,14,5.5912699699401855
이 영화가 미국쪽에 남긴 유일한 유산은 고질라 vs 콩에서 부라퀴를 닮은 뱀 괴수가 나온 거. . .인줄 알았지만 2000년대 미국 고질라 애니에 나왔던 괴수였답니다.,민성재,31,6.228938102722168
디워 이후로도 아무것도 느끼지 못한 것 같이 그냥 컨텐츠를 소모하면서 영화한테 뭘 바래? 라는 식의 시청자는 아직도 수두룩합니다,c d,31,1.6407307386398315
라이너님 영상 중에 역대 제일 웃기네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 30분 내내 웃었네,lliliilili lliiilili,4,8.357213973999023
디워를 한국 영화에서의 국뽕 부작용 예방주사로 의미를 부여해준 것은 라이너의 아량,Robert Carlyle,3,6.329156398773193
이렇게 진지한 리뷰를...감사합니다.^^,전원재,9,6.223257541656494
코미디언 심형래 : 웃기네 영화감독 심형래 : 웃기네,lem mono,26,3.1706392765045166
아직도 고통받는 허영무...,야타제,19,4.697509765625
역시 심형래는 최고의 코미디언 ㅋㅋㅋ,윤강,3,8.48486614227295
"당시 CG업계쪽에서 심형래라면 아주 치를 떨었다고 하더군요. 자기 직원들 임금체불도 문제였지만 다른 업체에서 장비를 임대해와서는 기한이 지났는데도 안돌려주고 임대료 못주겠다고 어디 대심형래한테 돈을 받으려고하냐고 인성질,갑질 했었다고 하더라구요. TV를 통해서 만들어진 좋은 이미지에 다들 속았던거죠. 그래서 저는 심감독은 희대의 사기꾼이었다고 생각합니다.",heonseo lee,35,1.7009403705596924
멍청한 대중들은 선동을 참 잘당한다.ㅋㅋ저당시에 디워같은 영화를 왜보나 싶었다ㅋ 이미지메이킹이 이래서 중요하지 ㅋㅋㅋ,Na Mu,4,4.293356418609619
진짜로 그 당시에 세상이 미쳤다고 생각했음..,kj k,20,7.506262302398682
